# SNAP pixel extraction export table																																																																												
#																																																																												
# Window size: 1																																																																												
# Created on:	04.08.2021 14:38																																																																											
																																																																												
# Wavelength:	 	 	 	 	 	 	 	 	443	490	560	665	705	740	783	842	865	945	1610	2190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ProdID	CoordID	Name	Latitude	Longitude	PixelX	PixelY	Date(yyyy-MM-dd)	Class	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	quality_aot	quality_wvp	quality_cloud_confidence	quality_snow_confidence	quality_scene_classification	view_zenith_mean	view_azimuth_mean	sun_zenith	sun_azimuth	view_zenith_B1	view_azimuth_B1	view_zenith_B2	view_azimuth_B2	view_zenith_B3	view_azimuth_B3	view_zenith_B4	view_azimuth_B4	view_zenith_B5	view_azimuth_B5	view_zenith_B6	view_azimuth_B6	view_zenith_B7	view_azimuth_B7	view_zenith_B8	view_azimuth_B8	view_zenith_B8A	view_azimuth_B8A	view_zenith_B9	view_azimuth_B9	view_zenith_B10	view_azimuth_B10	view_zenith_B11	view_azimuth_B11	view_zenith_B12	view_azimuth_B12	scl_nodata	scl_saturated_defective	scl_dark_feature_shadow	scl_cloud_shadow	scl_vegetation	scl_not_vegetated	scl_water	scl_unclassified	scl_cloud_medium_proba	scl_cloud_high_proba	scl_thin_cirrus	scl_snow_ice	agri	bare	cloud	forest	rocks	snow	water	water_2	pins
3	12	pin_12	45.363188	11.055622	4240.5	3719.5	27.06.2021	Bare	0.045600001	0.080499999	0.114	0.177599996	0.214699998	0.238100007	0.26699999	0.291599989	0.318399996	0.308400005	0.335299999	0.220599994	0.228	2.378999949			5	4.209810734	89.65506744	25.30470085	145.8029938	4.350440025	82.96620178	4.062970161	99.64900208	4.096300125	95.71089935	4.144060135	92.13480377	4.176390171	90.24210358	4.213900089	88.34719849	4.255489826	86.50589752	4.077179909	97.67769623	4.301809788	84.68540192	4.406529903	81.1785965	4.126460075	93.30719757	4.20581007	88.73459625	4.310200214	84.37640381	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	13	pin_13	45.365576	11.054153	4232.5	3706.5	27.06.2021	Bare	0.085000001	0.128099993	0.177399993	0.261299998	0.298999995	0.313899994	0.336499989	0.363000005	0.382499993	0.391200006	0.48210001	0.349999994	0.228	2.394999981			5	4.209810734	89.65506744	25.30470085	145.8029938	4.350440025	82.96620178	4.062970161	99.64900208	4.096300125	95.71089935	4.144060135	92.13480377	4.176390171	90.24210358	4.213900089	88.34719849	4.255489826	86.50589752	4.077179909	97.67769623	4.301809788	84.68540192	4.406529903	81.1785965	4.126460075	93.30719757	4.20581007	88.73459625	4.310200214	84.37640381	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	14	pin_14	45.368881	11.050113	4210.5	3688.5	27.06.2021	Bare	0.079999998	0.1329	0.186100006	0.272599995	0.314999998	0.336899996	0.360000014	0.389200002	0.403699994	0.401899993	0.433400005	0.308400005	0.228	2.618999958			5	4.209810734	89.65506744	25.30470085	145.8029938	4.350440025	82.96620178	4.062970161	99.64900208	4.096300125	95.71089935	4.144060135	92.13480377	4.176390171	90.24210358	4.213900089	88.34719849	4.255489826	86.50589752	4.077179909	97.67769623	4.301809788	84.68540192	4.406529903	81.1785965	4.126460075	93.30719757	4.20581007	88.73459625	4.310200214	84.37640381	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	15	pin_15	45.388164	11.009894	3991.5	3583.5	27.06.2021	Bare	0.076099999	0.124899998	0.172900006	0.257299989	0.297199994	0.307599992	0.337399989	0.352699995	0.372000009	0.372900009	0.436100006	0.321200013	0.228	2.351000071			5	4.591312885	90.74324799	25.33060074	145.6809998	4.72137022	84.56700134	4.455440044	99.92009735	4.4863801	96.32209778	4.530529976	93.04389954	4.560420036	91.30249786	4.595059872	89.55639648	4.633490086	87.85440063	4.468669891	98.11969757	4.676350117	86.165802	4.773409843	82.89679718	4.514269829	94.12010193	4.58757019	89.91419983	4.684100151	85.8792038	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	16	pin_16	45.417731	11.015036	4019.5	3422.5	27.06.2021	Bare	0.0581	0.088500001	0.114699997	0.167600006	0.196600005	0.204799995	0.228499994	0.244399995	0.255899996	0.266000003	0.252200007	0.159999996	0.228	2.275000095			5	4.679706573	90.97848511	25.36840057	145.7319946	4.80753994	84.90989685	4.546160221	99.98439789	4.576600075	96.45600128	4.619979858	93.24120331	4.649330139	91.53199768	4.683380127	89.81659698	4.721139908	88.14379883	4.559189796	98.21929932	4.763249874	86.48390198	4.858709812	83.26570129	4.604000092	94.29759979	4.676020145	90.16819763	4.770880222	86.20179749	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	17	pin_17	45.417181	11.048644	4202.5	3425.5	27.06.2021	Bare	0.067599997	0.108599998	0.145199999	0.209999993	0.239600003	0.248799995	0.271100014	0.283499986	0.291200012	0.325899988	0.277700007	0.182400003	0.228	2.25			5	4.29794693	89.93476868	25.34250069	145.8529968	4.435929775	83.37200165	4.153860092	99.72699738	4.186580181	95.87359619	4.233419895	92.37159729	4.265140057	90.51599884	4.301959991	88.65660095	4.342730045	86.85040283	4.16782999	97.79730225	4.38820982	85.061203	4.49104023	81.61170197	4.216159821	93.51999664	4.294000149	89.03700256	4.396450043	84.75759888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	18	pin_18	45.445646	11.064437	4288.5	3270.5	27.06.2021	Bare	0.081600003	0.140200004	0.189300001	0.274100006	0.319099993	0.333700001	0.361699998	0.3741	0.401800007	0.389899999	0.460299999	0.341300011	0.228	2.441999912			5	4.29794693	89.93476868	25.34250069	145.8529968	4.435929775	83.37200165	4.153860092	99.72699738	4.186580181	95.87359619	4.233419895	92.37159729	4.265140057	90.51599884	4.301959991	88.65660095	4.342730045	86.85040283	4.16782999	97.79730225	4.38820982	85.061203	4.49104023	81.61170197	4.216159821	93.51999664	4.294000149	89.03700256	4.396450043	84.75759888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	19	pin_19	45.44987	11.062417	4277.5	3247.5	27.06.2021	Bare	0.057999998	0.092	0.128800005	0.187399998	0.221599996	0.240199998	0.260899991	0.269600004	0.287699997	0.289200008	0.245000005	0.163699999	0.228	2.380000114			5	4.29794693	89.93476868	25.34250069	145.8529968	4.435929775	83.37200165	4.153860092	99.72699738	4.186580181	95.87359619	4.233419895	92.37159729	4.265140057	90.51599884	4.301959991	88.65660095	4.342730045	86.85040283	4.16782999	97.79730225	4.38820982	85.061203	4.49104023	81.61170197	4.216159821	93.51999664	4.294000149	89.03700256	4.396450043	84.75759888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	20	pin_20	45.453726	11.015587	4022.5	3226.5	27.06.2021	Bare	0.043200001	0.078400001	0.113899998	0.175999999	0.207200006	0.217099994	0.242599994	0.261900008	0.280999988	0.293300003	0.286599994	0.181299999	0.226999998	2.270999908			5	4.769478321	91.20895386	25.40620041	145.7819977	4.895070076	85.24729919	4.638219833	100.0479965	4.668159962	96.58830261	4.710800171	93.43340302	4.739620209	91.75679779	4.773089886	90.07080078	4.810190201	88.42780304	4.651040077	98.31719971	4.85160017	86.79470062	4.945409775	83.62750244	4.695059776	94.47070313	4.765860081	90.41639709	4.859089851	86.51750183	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	21	pin_21	45.454461	10.925049	3529.5	3222.5	27.06.2021	Bare	0.054299999	0.085900001	0.116300002	0.1734	0.207200006	0.218400002	0.242300004	0.260500014	0.2773	0.289400011	0.294499993	0.191300005	0.228	2.275000095			5	5.151735306	92.05365753	25.4321003	145.6609955	5.26899004	86.50530243	5.029089928	100.2460022	5.057189941	97.05090332	5.097000122	94.13069916	5.123899937	92.57420349	5.155109882	91.00810242	5.189740181	89.47699738	5.041150093	98.64859772	5.228360176	87.95339966	5.316009998	84.98690033	5.082330227	95.09159851	5.148349762	91.33000183	5.235340118	87.69480133	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	22	pin_22	45.452074	10.917887	3490.5	3235.5	27.06.2021	Bare	0.086000003	0.131400004	0.1734	0.244599998	0.283899993	0.29370001	0.324499995	0.339100003	0.354499996	0.374599993	0.426499993	0.309199989	0.228	2.397000074			5	5.447185993	92.61143494	25.42040062	145.4900055	5.55877018	87.3470993	5.330329895	100.3669968	5.357200146	97.34799957	5.395130157	94.58609772	5.420730114	93.11219788	5.450429916	91.62689972	5.4833498	90.17420197	5.341889858	98.85690308	5.52011013	88.72519684	5.603569984	85.89800262	5.381169796	95.49520111	5.443999767	91.93229675	5.526740074	88.479599	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	23	pin_23	45.454094	10.917152	3486.5	3224.5	27.06.2021	Bare	0.085900001	0.133499995	0.1796	0.256700009	0.3125	0.332599998	0.357899994	0.373800009	0.396800011	0.397700012	0.458299994	0.327399999	0.228	2.395999908			5	5.536095619	92.77879333	25.45809937	145.5399933	5.646080017	87.59369659	5.420919895	100.4100037	5.44742012	97.44210052	5.484809875	94.72450256	5.510039806	93.27330017	5.539279938	91.81199646	5.57174015	90.37999725	5.432320118	98.9265976	5.607950211	88.95310211	5.690199852	86.165802	5.471049786	95.61959839	5.532949924	92.11250305	5.614490032	88.71099854	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	24	pin_24	45.456665	10.917336	3487.5	3210.5	27.06.2021	Bare	0.055100001	0.091799997	0.125300005	0.192599997	0.222499996	0.231999993	0.257800013	0.280800015	0.302899987	0.291200012	0.292100012	0.182099998	0.228	2.298000097			5	5.536095619	92.77879333	25.45809937	145.5399933	5.646080017	87.59369659	5.420919895	100.4100037	5.44742012	97.44210052	5.484809875	94.72450256	5.510039806	93.27330017	5.539279938	91.81199646	5.57174015	90.37999725	5.432320118	98.9265976	5.607950211	88.95310211	5.690199852	86.165802	5.471049786	95.61959839	5.532949924	92.11250305	5.614490032	88.71099854	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	25	pin_25	45.397898	10.911275	3454.5	3530.5	27.06.2021	Bare	0.072999999	0.1105	0.151999995	0.219799995	0.256099999	0.270799994	0.296499997	0.313499987	0.334300011	0.337399989	0.433400005	0.324999988	0.228	2.289999962			5	5.35815239	92.43811798	25.38269997	145.4389954	5.471429825	87.09079742	5.239570141	100.3199997	5.26680994	97.25060272	5.305309772	94.44229889	5.331289768	92.94470215	5.361440182	91.43560028	5.394859791	89.96060181	5.251279831	98.78530121	5.432169914	88.48989868	5.516860008	85.62210083	5.291130066	95.36740112	5.35491991	91.7457962	5.438910007	88.2405014	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	26	pin_26	45.418282	10.903379	3411.5	3419.5	27.06.2021	Bare	0.058499999	0.088200003	0.125499994	0.192900002	0.228400007	0.246999994	0.279100001	0.296099991	0.313899994	0.319700003	0.316500008	0.216000006	0.228	2.298000097			5	5.447185993	92.61143494	25.42040062	145.4900055	5.55877018	87.3470993	5.330329895	100.3669968	5.357200146	97.34799957	5.395130157	94.58609772	5.420730114	93.11219788	5.450429916	91.62689972	5.4833498	90.17420197	5.341889858	98.85690308	5.52011013	88.72519684	5.603569984	85.89800262	5.381169796	95.49520111	5.443999767	91.93229675	5.526740074	88.479599	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	27	pin_27	45.418282	10.908521	3439.5	3419.5	27.06.2021	Bare	0.095899999	0.153799996	0.212699994	0.297699988	0.347299993	0.362500012	0.393900007	0.404799998	0.421799988	0.423799992	0.472000003	0.357600003	0.228	2.434000015			5	5.447185993	92.61143494	25.42040062	145.4900055	5.55877018	87.3470993	5.330329895	100.3669968	5.357200146	97.34799957	5.395130157	94.58609772	5.420730114	93.11219788	5.450429916	91.62689972	5.4833498	90.17420197	5.341889858	98.85690308	5.52011013	88.72519684	5.603569984	85.89800262	5.381169796	95.49520111	5.443999767	91.93229675	5.526740074	88.479599	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	28	pin_28	45.378431	10.905766	3424.5	3636.5	27.06.2021	Bare	0.081500001	0.107699998	0.149599999	0.216800004	0.250400007	0.254799992	0.275999993	0.281899989	0.299199998	0.300300002	0.383599997	0.3389	0.228	2.338999987			5	5.35815239	92.43811798	25.38269997	145.4389954	5.471429825	87.09079742	5.239570141	100.3199997	5.26680994	97.25060272	5.305309772	94.44229889	5.331289768	92.94470215	5.361440182	91.43560028	5.394859791	89.96060181	5.251279831	98.78530121	5.432169914	88.48989868	5.516860008	85.62210083	5.291130066	95.36740112	5.35491991	91.7457962	5.438910007	88.2405014	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	29	pin_29	45.384859	10.943597	3630.5	3601.5	27.06.2021	Bare	0.076499999	0.119499996	0.163399994	0.236699998	0.277099997	0.283100009	0.308099985	0.324800014	0.346599996	0.358900011	0.448900014	0.337099999	0.228	2.335000038			5	4.974188805	91.65870667	25.35659981	145.5599976	5.095230103	85.92559814	4.847609997	100.1399994	4.876560211	96.82740021	4.917669773	93.80190277	4.945449829	92.19110107	4.977670193	90.5719986	5.013410091	88.99130249	4.860030174	98.48290253	5.053299904	87.41819763	5.143760204	84.36100006	4.902530193	94.79650116	4.970709801	90.90399933	5.060520172	87.15119934	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	30	pin_30	45.419935	11.081517	4381.5	3410.5	27.06.2021	Bare	0.085299999	0.1241	0.169100001	0.246800005	0.294099987	0.307900012	0.324200004	0.340999991	0.360599995	0.363099992	0.408300012	0.301499993	0.228	2.369999886			5	4.29794693	89.93476868	25.34250069	145.8529968	4.435929775	83.37200165	4.153860092	99.72699738	4.186580181	95.87359619	4.233419895	92.37159729	4.265140057	90.51599884	4.301959991	88.65660095	4.342730045	86.85040283	4.16782999	97.79730225	4.38820982	85.061203	4.49104023	81.61170197	4.216159821	93.51999664	4.294000149	89.03700256	4.396450043	84.75759888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	31	pin_31	45.429669	11.067376	4304.5	3357.5	27.06.2021	Bare	0.073299997	0.110299997	0.153200001	0.225099996	0.266400009	0.282999992	0.307999998	0.333200008	0.351700008	0.365700006	0.442999989	0.324299991	0.228	2.27699995			5	4.29794693	89.93476868	25.34250069	145.8529968	4.435929775	83.37200165	4.153860092	99.72699738	4.186580181	95.87359619	4.233419895	92.37159729	4.265140057	90.51599884	4.301959991	88.65660095	4.342730045	86.85040283	4.16782999	97.79730225	4.38820982	85.061203	4.49104023	81.61170197	4.216159821	93.51999664	4.294000149	89.03700256	4.396450043	84.75759888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	32	pin_32	45.446197	11.067009	4302.5	3267.5	27.06.2021	Bare	0.082699999	0.135600001	0.187299997	0.2676	0.308800012	0.323500007	0.343199998	0.362699986	0.381000012	0.382600009	0.445800006	0.334199995	0.228	2.403000116			5	4.29794693	89.93476868	25.34250069	145.8529968	4.435929775	83.37200165	4.153860092	99.72699738	4.186580181	95.87359619	4.233419895	92.37159729	4.265140057	90.51599884	4.301959991	88.65660095	4.342730045	86.85040283	4.16782999	97.79730225	4.38820982	85.061203	4.49104023	81.61170197	4.216159821	93.51999664	4.294000149	89.03700256	4.396450043	84.75759888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	33	pin_33	45.408182	10.802556	2862.5	3474.5	27.06.2021	Bare	0.069600001	0.1153	0.160899997	0.243599996	0.286300004	0.297899991	0.326000005	0.343499988	0.367500007	0.37560001	0.471100003	0.352400005	0.224000007	2.394000053			5	5.742947102	93.10812378	25.40870094	145.3179932	5.849450111	88.09989929	5.631299973	100.4690018	5.65707016	97.60929871	5.693309784	94.98950195	5.717750072	93.58950043	5.746069908	92.1780014	5.777480125	90.79499817	5.642399788	99.03990173	5.812530041	89.41549683	5.892179966	86.71630096	5.679969788	95.85350037	5.739930153	92.46869659	5.818860054	89.18139648	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	34	pin_34	45.401387	10.798148	2838.5	3511.5	27.06.2021	Bare	0.078299999	0.117700003	0.162100002	0.2315	0.270300001	0.282999992	0.313199997	0.328599989	0.34889999	0.353300005	0.446500003	0.335200012	0.224000007	2.382999897			5	5.742947102	93.10812378	25.40870094	145.3179932	5.849450111	88.09989929	5.631299973	100.4690018	5.65707016	97.60929871	5.693309784	94.98950195	5.717750072	93.58950043	5.746069908	92.1780014	5.777480125	90.79499817	5.642399788	99.03990173	5.812530041	89.41549683	5.892179966	86.71630096	5.679969788	95.85350037	5.739930153	92.46869659	5.818860054	89.18139648	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	35	pin_35	45.406162	10.824594	2982.5	3485.5	27.06.2021	Bare	0.074299999	0.109899998	0.147799999	0.217600003	0.264800012	0.283600003	0.310099989	0.327600002	0.3565	0.363499999	0.479699999	0.35710001	0.223000005	2.322000027			5	5.742947102	93.10812378	25.40870094	145.3179932	5.849450111	88.09989929	5.631299973	100.4690018	5.65707016	97.60929871	5.693309784	94.98950195	5.717750072	93.58950043	5.746069908	92.1780014	5.777480125	90.79499817	5.642399788	99.03990173	5.812530041	89.41549683	5.892179966	86.71630096	5.679969788	95.85350037	5.739930153	92.46869659	5.818860054	89.18139648	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	36	pin_36	45.409467	10.834143	3034.5	3467.5	27.06.2021	Bare	0.093800001	0.135399997	0.184100002	0.257999986	0.308200002	0.321200013	0.356999993	0.369899988	0.398799986	0.405499995	0.493200004	0.373699993	0.224000007	2.375999928			5	5.832085133	93.25870514	25.44639969	145.3690033	5.937109947	88.32330322	5.721940041	100.5090027	5.747399807	97.69309998	5.783150196	95.11309814	5.807240009	93.73500061	5.835169792	92.34420013	5.866139889	90.98110199	5.73292017	99.10160065	5.900720119	89.62059784	5.979269981	86.95800018	5.769989967	95.96399689	5.829110146	92.63050079	5.906949997	89.38970184	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	37	pin_37	45.426914	10.832307	3024.5	3372.5	27.06.2021	Bare	0.066500001	0.110399999	0.156100005	0.228	0.269300014	0.288500011	0.320899993	0.339700013	0.369300008	0.368000001	0.448700011	0.328500003	0.224000007	2.325999975			5	5.832085133	93.25870514	25.44639969	145.3690033	5.937109947	88.32330322	5.721940041	100.5090027	5.747399807	97.69309998	5.783150196	95.11309814	5.807240009	93.73500061	5.835169792	92.34420013	5.866139889	90.98110199	5.73292017	99.10160065	5.900720119	89.62059784	5.979269981	86.95800018	5.769989967	95.96399689	5.829110146	92.63050079	5.906949997	89.38970184	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	38	pin_38	45.441973	10.856365	3155.5	3290.5	27.06.2021	Bare	0.045400001	0.0603	0.087700002	0.144700006	0.168099999	0.176599994	0.193499997	0.196999997	0.207499996	0.216000006	0.288500011	0.264899999	0.224000007	2.368000031			5	5.447185993	92.61143494	25.42040062	145.4900055	5.55877018	87.3470993	5.330329895	100.3669968	5.357200146	97.34799957	5.395130157	94.58609772	5.420730114	93.11219788	5.450429916	91.62689972	5.4833498	90.17420197	5.341889858	98.85690308	5.52011013	88.72519684	5.603569984	85.89800262	5.381169796	95.49520111	5.443999767	91.93229675	5.526740074	88.479599	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	39	pin_39	45.441973	10.852692	3135.5	3290.5	27.06.2021	Bare	0.071699999	0.115099996	0.155200005	0.224399999	0.271400005	0.292899996	0.325700015	0.351599991	0.380499989	0.367500007	0.501399994	0.365700006	0.224000007	2.469000101			5	5.832085133	93.25870514	25.44639969	145.3690033	5.937109947	88.32330322	5.721940041	100.5090027	5.747399807	97.69309998	5.783150196	95.11309814	5.807240009	93.73500061	5.835169792	92.34420013	5.866139889	90.98110199	5.73292017	99.10160065	5.900720119	89.62059784	5.979269981	86.95800018	5.769989967	95.96399689	5.829110146	92.63050079	5.906949997	89.38970184	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	40	pin_40	45.445095	10.874546	3254.5	3273.5	27.06.2021	Bare	0.053599998	0.078400001	0.110699996	0.168400005	0.197600007	0.204600006	0.223000005	0.231000006	0.245100006	0.239899993	0.33070001	0.299499989	0.224000007	2.411000013			5	5.447185993	92.61143494	25.42040062	145.4900055	5.55877018	87.3470993	5.330329895	100.3669968	5.357200146	97.34799957	5.395130157	94.58609772	5.420730114	93.11219788	5.450429916	91.62689972	5.4833498	90.17420197	5.341889858	98.85690308	5.52011013	88.72519684	5.603569984	85.89800262	5.381169796	95.49520111	5.443999767	91.93229675	5.526740074	88.479599	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	41	pin_41	45.383389	10.788782	2787.5	3609.5	27.06.2021	Bare	0.0616	0.0986	0.148399994	0.239700004	0.287400007	0.305099994	0.348500013	0.378199995	0.409000009	0.42899999	0.539600015	0.375	0.226999998	2.290999889			5	5.742947102	93.10812378	25.40870094	145.3179932	5.849450111	88.09989929	5.631299973	100.4690018	5.65707016	97.60929871	5.693309784	94.98950195	5.717750072	93.58950043	5.746069908	92.1780014	5.777480125	90.79499817	5.642399788	99.03990173	5.812530041	89.41549683	5.892179966	86.71630096	5.679969788	95.85350037	5.739930153	92.46869659	5.818860054	89.18139648	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	42	pin_42	45.35621	10.770418	2687.5	3757.5	27.06.2021	Bare	0.066399999	0.095299996	0.138999999	0.228200004	0.258700013	0.263300002	0.280299991	0.283600003	0.29460001	0.293599993	0.357300013	0.313600004	0.228	2.446000099			5	6.038439274	93.55163574	25.39730072	145.1470032	6.140329838	88.77629852	5.931479931	100.5579987	5.956270218	97.83989716	5.990990162	95.34809875	6.014369965	94.01529694	6.041460037	92.67030334	6.071489811	91.35140228	5.942180157	99.19950104	6.105040073	90.03330231	6.181240082	87.45159912	5.978209972	96.16999817	6.035580158	92.94750214	6.111070156	89.81009674	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	43	pin_43	45.362637	10.77758	2726.5	3722.5	27.06.2021	Bare	0.055199999	0.070600003	0.1008	0.145600006	0.1787	0.195600003	0.215499997	0.215700001	0.218199998	0.219799995	0.264800012	0.226999998	0.228	2.493000031			5	6.038439274	93.55163574	25.39730072	145.1470032	6.140329838	88.77629852	5.931479931	100.5579987	5.956270218	97.83989716	5.990990162	95.34809875	6.014369965	94.01529694	6.041460037	92.67030334	6.071489811	91.35140228	5.942180157	99.19950104	6.105040073	90.03330231	6.181240082	87.45159912	5.978209972	96.16999817	6.035580158	92.94750214	6.111070156	89.81009674	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	44	pin_44	45.363555	10.824961	2984.5	3717.5	27.06.2021	Bare	0.085600004	0.1426	0.207100004	0.313899994	0.358399987	0.372099996	0.405800015	0.424800009	0.449999988	0.443300009	0.512899995	0.37529999	0.228	2.461999893			5	5.653567314	92.95223236	25.37109947	145.2669983	5.761590004	87.86859894	5.540359974	100.4280014	5.566470146	97.52210236	5.603209972	94.86109924	5.627999783	93.4394989	5.656720161	92.00689697	5.68859005	90.60289764	5.551599979	98.9756012	5.724160194	89.20279694	5.80493021	86.46620178	5.589680195	95.73819733	5.650489807	92.30169678	5.730569839	88.9654007	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	45	pin_45	45.36025	10.821472	2965.5	3735.5	27.06.2021	Bare	0.0678	0.096900001	0.138099998	0.209900007	0.238700002	0.253199995	0.269600004	0.273000002	0.280099988	0.283100009	0.336600006	0.302300006	0.228	2.334000111			5	5.653567314	92.95223236	25.37109947	145.2669983	5.761590004	87.86859894	5.540359974	100.4280014	5.566470146	97.52210236	5.603209972	94.86109924	5.627999783	93.4394989	5.656720161	92.00689697	5.68859005	90.60289764	5.551599979	98.9756012	5.724160194	89.20279694	5.80493021	86.46620178	5.589680195	95.73819733	5.650489807	92.30169678	5.730569839	88.9654007	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	46	pin_46	45.368514	10.845346	3095.5	3690.5	27.06.2021	Bare	0.033300001	0.057100002	0.082999997	0.141499996	0.172800004	0.192200005	0.222299993	0.251800001	0.279599994	0.289200008	0.273499995	0.164100006	0.228	2.170000076			5	5.742947102	93.10812378	25.40870094	145.3179932	5.849450111	88.09989929	5.631299973	100.4690018	5.65707016	97.60929871	5.693309784	94.98950195	5.717750072	93.58950043	5.746069908	92.1780014	5.777480125	90.79499817	5.642399788	99.03990173	5.812530041	89.41549683	5.892179966	86.71630096	5.679969788	95.85350037	5.739930153	92.46869659	5.818860054	89.18139648	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	47	pin_47	45.370167	10.87877	3277.5	3681.5	27.06.2021	Bare	0.056899998	0.079899997	0.117799997	0.195600003	0.223000005	0.2359	0.252499998	0.256900012	0.265799999	0.2676	0.340700001	0.303299993	0.228	2.403000116			5	5.35815239	92.43811798	25.38269997	145.4389954	5.471429825	87.09079742	5.239570141	100.3199997	5.26680994	97.25060272	5.305309772	94.44229889	5.331289768	92.94470215	5.361440182	91.43560028	5.394859791	89.96060181	5.251279831	98.78530121	5.432169914	88.48989868	5.516860008	85.62210083	5.291130066	95.36740112	5.35491991	91.7457962	5.438910007	88.2405014	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	48	pin_48	45.366677	10.880606	3287.5	3700.5	27.06.2021	Bare	0.074000001	0.1021	0.144199997	0.205500007	0.243799999	0.2667	0.287999988	0.296999991	0.310499996	0.31189999	0.378399998	0.309799999	0.228	2.476000071			5	5.35815239	92.43811798	25.38269997	145.4389954	5.471429825	87.09079742	5.239570141	100.3199997	5.26680994	97.25060272	5.305309772	94.44229889	5.331289768	92.94470215	5.361440182	91.43560028	5.394859791	89.96060181	5.251279831	98.78530121	5.432169914	88.48989868	5.516860008	85.62210083	5.291130066	95.36740112	5.35491991	91.7457962	5.438910007	88.2405014	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	49	pin_49	45.432791	10.77005	2685.5	3340.5	27.06.2021	Bare	0.080700003	0.125799999	0.183599994	0.260800004	0.314200014	0.345400006	0.378399998	0.399899989	0.426200002	0.437999994	0.488900006	0.359800011	0.224000007	2.346999884			5	6.281631947	117.5383987	25.47249985	145.2480011	6.405409813	122.0690002	6.140960217	110.8550034	6.179470062	113.4550018	6.225759983	115.8079987	6.255529881	117.0820007	6.287859917	118.3270035	6.323530197	119.5719986	6.158639908	112.1589966	6.361700058	120.7910004	6.450530052	123.2860031	6.213339806	115.2269974	6.284930229	118.2190018	6.373559952	121.1490021	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
